"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30558","Return with different reason codes","src.tests.functional","Tue Jul 07 17:10:46 UTC 2026","broken","Tue Jul 07 17:11:17 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","258","Login page displays in default language","src.tests.compatibility","Tue Jul 07 16:56:16 UTC 2026","passed","Tue Jul 07 16:56:16 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","0","Cash drawer integration signal","src.tests.compatibility","Tue Jul 07 16:56:17 UTC 2026","skipped","Tue Jul 07 16:56:17 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","0","Multiple payment terminal support","src.tests.compatibility","Tue Jul 07 16:56:17 UTC 2026","skipped","Tue Jul 07 16:56:17 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","1295","Login page renders in Chromium","src.tests.compatibility","Tue Jul 07 16:56:10 UTC 2026","passed","Tue Jul 07 16:56:12 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","Scan non-existent barcode shows no product","src.tests.functional","Tue Jul 07 16:56:26 UTC 2026","skipped","Tue Jul 07 16:56:26 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Split payment (cash + card) completes","src.tests.functional","Tue Jul 07 16:56:34 UTC 2026","skipped","Tue Jul 07 16:56:34 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Set quantity on order line","src.tests.functional","Tue Jul 07 16:56:34 UTC 2026","skipped","Tue Jul 07 16:56:34 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","31504","Search for a product","src.tests.functional","Tue Jul 07 17:04:10 UTC 2026","broken","Tue Jul 07 17:04:42 UTC 2026","TestProductManagement","test_product_management","",""
"","0","Search product by barcode in inventory","src.tests.functional","Tue Jul 07 16:56:31 UTC 2026","skipped","Tue Jul 07 16:56:31 UTC 2026","TestInventoryManagement","test_inventory","",""
"","145","Login page displays correctly","src.tests.functional","Tue Jul 07 16:56:23 UTC 2026","passed","Tue Jul 07 16:56:23 UTC 2026","TestAuthentication","test_auth","",""
"","0","Search products in POS","src.tests.functional","Tue Jul 07 16:56:34 UTC 2026","skipped","Tue Jul 07 16:56:34 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","221","Database selection on multi-db setup","src.tests.functional","Tue Jul 07 16:56:26 UTC 2026","passed","Tue Jul 07 16:56:26 UTC 2026","TestAuthentication","test_auth","",""
"","30560","Process full refund on returned item","src.tests.functional","Tue Jul 07 17:09:53 UTC 2026","broken","Tue Jul 07 17:10:24 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","0","Scan valid barcode finds matching product","src.tests.functional","Tue Jul 07 16:56:26 UTC 2026","skipped","Tue Jul 07 16:56:26 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","573","View product stock levels","src.tests.functional","Tue Jul 07 16:56:28 UTC 2026","passed","Tue Jul 07 16:56:28 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Payment screen shows available payment methods","src.tests.functional","Tue Jul 07 16:56:34 UTC 2026","skipped","Tue Jul 07 16:56:34 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Barcode scan with leading zeros","src.tests.functional","Tue Jul 07 16:56:26 UTC 2026","skipped","Tue Jul 07 16:56:26 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Payment with zero cash amount is rejected","src.tests.functional","Tue Jul 07 16:56:34 UTC 2026","skipped","Tue Jul 07 16:56:34 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","2934","Admin user can login successfully","src.tests.functional","Tue Jul 07 16:56:17 UTC 2026","passed","Tue Jul 07 16:56:20 UTC 2026","TestAuthentication","test_auth","",""
"","852","UI renders correctly at tablet resolution (768x1024)","src.tests.compatibility","Tue Jul 07 16:56:12 UTC 2026","passed","Tue Jul 07 16:56:13 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","5561","Receipt total matches expected after discount","src.tests.functional","Tue Jul 07 17:08:07 UTC 2026","passed","Tue Jul 07 17:08:13 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","111660","Edit an existing product","src.tests.functional","Tue Jul 07 16:58:29 UTC 2026","broken","Tue Jul 07 17:00:21 UTC 2026","TestProductManagement","test_product_management","",""
"","0","Scan barcode adds product to order","src.tests.functional","Tue Jul 07 16:56:26 UTC 2026","skipped","Tue Jul 07 16:56:26 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Barcode scan input accepted in POS","src.tests.compatibility","Tue Jul 07 16:56:17 UTC 2026","skipped","Tue Jul 07 16:56:17 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","1836","Login with demo user credentials","src.tests.functional","Tue Jul 07 16:56:23 UTC 2026","passed","Tue Jul 07 16:56:25 UTC 2026","TestAuthentication","test_auth","",""
"","0","Cash payment completes successfully","src.tests.functional","Tue Jul 07 16:56:34 UTC 2026","skipped","Tue Jul 07 16:56:34 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Refund processed successfully","src.tests.functional","Tue Jul 07 16:56:34 UTC 2026","skipped","Tue Jul 07 16:56:34 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","0","Bank card payment completes successfully","src.tests.functional","Tue Jul 07 16:56:34 UTC 2026","skipped","Tue Jul 07 16:56:34 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Receipt preview renders correctly","src.tests.compatibility","Tue Jul 07 16:56:17 UTC 2026","skipped","Tue Jul 07 16:56:17 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","5581","Receipt subtotal is greater than zero","src.tests.functional","Tue Jul 07 17:07:12 UTC 2026","passed","Tue Jul 07 17:07:18 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","0","Create product with stock tracking enabled","src.tests.functional","Tue Jul 07 16:56:31 UTC 2026","skipped","Tue Jul 07 16:56:31 UTC 2026","TestInventoryManagement","test_inventory","",""
"","776","UI renders correctly at desktop HD (1920x1080)","src.tests.compatibility","Tue Jul 07 16:56:15 UTC 2026","passed","Tue Jul 07 16:56:16 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","5546","Receipt shows correct product count after sale","src.tests.functional","Tue Jul 07 17:06:45 UTC 2026","passed","Tue Jul 07 17:06:50 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","30567","Partial return of multi-item order","src.tests.functional","Tue Jul 07 17:11:38 UTC 2026","broken","Tue Jul 07 17:12:09 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","5691","Receipt handles multiple line items","src.tests.functional","Tue Jul 07 17:07:40 UTC 2026","passed","Tue Jul 07 17:07:45 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","111652","Create a new product","src.tests.functional","Tue Jul 07 16:56:36 UTC 2026","broken","Tue Jul 07 16:58:27 UTC 2026","TestProductManagement","test_product_management","",""
"","30559","Create a return for a completed sale","src.tests.functional","Tue Jul 07 17:09:01 UTC 2026","broken","Tue Jul 07 17:09:32 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","0","Complete a sale with multiple products","src.tests.functional","Tue Jul 07 16:56:34 UTC 2026","skipped","Tue Jul 07 16:56:34 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","0","Complete sale with bank/card payment","src.tests.functional","Tue Jul 07 16:56:34 UTC 2026","skipped","Tue Jul 07 16:56:34 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","0","Multiple sequential orders in one session","src.tests.functional","Tue Jul 07 16:56:34 UTC 2026","skipped","Tue Jul 07 16:56:34 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","0","POS interface loads successfully","src.tests.functional","Tue Jul 07 16:56:34 UTC 2026","skipped","Tue Jul 07 16:56:34 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","455","User can logout successfully","src.tests.functional","Tue Jul 07 16:56:22 UTC 2026","passed","Tue Jul 07 16:56:22 UTC 2026","TestAuthentication","test_auth","",""
"","111673","Delete a product","src.tests.functional","Tue Jul 07 17:00:23 UTC 2026","broken","Tue Jul 07 17:02:15 UTC 2026","TestProductManagement","test_product_management","",""
"","111678","Create product with barcode","src.tests.functional","Tue Jul 07 17:04:44 UTC 2026","broken","Tue Jul 07 17:06:36 UTC 2026","TestProductManagement","test_product_management","",""
"","0","Apply discount to order","src.tests.functional","Tue Jul 07 16:56:34 UTC 2026","skipped","Tue Jul 07 16:56:34 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
