"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","551","POS sale reduces inventory stock in real-time","src.tests.integration","Wed Jul 08 19:43:47 UTC 2026","passed","Wed Jul 08 19:43:47 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","123","Form inputs have associated labels","src.tests.usability","Wed Jul 08 19:45:19 UTC 2026","passed","Wed Jul 08 19:45:19 UTC 2026","TestAccessibility","test_accessibility","",""
"","1153","Login page renders in Chromium","src.tests.compatibility","Wed Jul 08 19:40:58 UTC 2026","passed","Wed Jul 08 19:40:59 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","Receipt preview renders correctly","src.tests.compatibility","Wed Jul 08 19:41:04 UTC 2026","skipped","Wed Jul 08 19:41:04 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","1123","No sensitive data in URL parameters","src.tests.security","Wed Jul 08 19:45:11 UTC 2026","passed","Wed Jul 08 19:45:12 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","800","UI renders correctly at mobile resolution (375x812)","src.tests.compatibility","Wed Jul 08 19:41:01 UTC 2026","passed","Wed Jul 08 19:41:02 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","Bank card payment processes correctly","src.tests.integration","Wed Jul 08 19:43:45 UTC 2026","skipped","Wed Jul 08 19:43:45 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
"","148","Reconnection after network restoration","src.tests.network","Wed Jul 08 19:44:01 UTC 2026","passed","Wed Jul 08 19:44:02 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","0","Zero-rated tax products","src.tests.functional","Wed Jul 08 19:43:45 UTC 2026","skipped","Wed Jul 08 19:43:45 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","0","Create a return for a completed sale","src.tests.functional","Wed Jul 08 19:43:40 UTC 2026","skipped","Wed Jul 08 19:43:40 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","0","Login with empty password","src.tests.negative","Wed Jul 08 19:43:50 UTC 2026","skipped","Wed Jul 08 19:43:50 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Inventory adjustment reflects in POS","src.tests.integration","Wed Jul 08 19:43:48 UTC 2026","skipped","Wed Jul 08 19:43:48 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","0","Cash payment recorded in accounting","src.tests.integration","Wed Jul 08 19:43:45 UTC 2026","skipped","Wed Jul 08 19:43:45 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
"","543","Out of stock product unavailable in POS","src.tests.integration","Wed Jul 08 19:43:49 UTC 2026","passed","Wed Jul 08 19:43:50 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","266","CSRF token validation","src.tests.security","Wed Jul 08 19:45:14 UTC 2026","passed","Wed Jul 08 19:45:14 UTC 2026","TestDataProtection","test_data_protection","",""
"","0","POS interface loads successfully","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","123","Navigation breadcrumbs are consistent","src.tests.usability","Wed Jul 08 19:45:33 UTC 2026","passed","Wed Jul 08 19:45:33 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","187","Database selection on multi-db setup","src.tests.functional","Wed Jul 08 19:41:13 UTC 2026","passed","Wed Jul 08 19:41:14 UTC 2026","TestAuthentication","test_auth","",""
"","118","Login page has proper heading hierarchy","src.tests.usability","Wed Jul 08 19:45:19 UTC 2026","passed","Wed Jul 08 19:45:19 UTC 2026","TestAccessibility","test_accessibility","",""
"","0","Split payment recorded to correct accounts","src.tests.integration","Wed Jul 08 19:43:45 UTC 2026","skipped","Wed Jul 08 19:43:45 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
"","128","Retry mechanism on network failure","src.tests.network","Wed Jul 08 19:43:59 UTC 2026","passed","Wed Jul 08 19:43:59 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","541","Products display in stock after sale","src.tests.functional","Wed Jul 08 19:43:42 UTC 2026","passed","Wed Jul 08 19:43:42 UTC 2026","TestStockAlerts","test_stock_alerts","",""
"","1721","No directory listing on sensitive paths","src.tests.security","Wed Jul 08 19:45:16 UTC 2026","passed","Wed Jul 08 19:45:18 UTC 2026","TestDataProtection","test_data_protection","",""
"","0","Search products in POS","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","0","Payment screen shows available payment methods","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Create product with stock tracking enabled","src.tests.functional","Wed Jul 08 19:41:19 UTC 2026","skipped","Wed Jul 08 19:41:19 UTC 2026","TestInventoryManagement","test_inventory","",""
"","118","Interactive elements have focus indicators","src.tests.usability","Wed Jul 08 19:45:20 UTC 2026","passed","Wed Jul 08 19:45:21 UTC 2026","TestAccessibility","test_accessibility","",""
"","129","Color contrast is sufficient","src.tests.usability","Wed Jul 08 19:45:20 UTC 2026","passed","Wed Jul 08 19:45:20 UTC 2026","TestAccessibility","test_accessibility","",""
"","0","Barcode scan input accepted in POS","src.tests.compatibility","Wed Jul 08 19:41:04 UTC 2026","skipped","Wed Jul 08 19:41:04 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","0","Create product with extremely long name","src.tests.negative","Wed Jul 08 19:43:50 UTC 2026","skipped","Wed Jul 08 19:43:50 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Tax inclusive pricing","src.tests.functional","Wed Jul 08 19:43:45 UTC 2026","skipped","Wed Jul 08 19:43:45 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","0","Concurrent POS operations timing","src.tests.performance","Wed Jul 08 19:45:00 UTC 2026","skipped","Wed Jul 08 19:45:00 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","148","Password field masks input","src.tests.security","Wed Jul 08 19:45:13 UTC 2026","passed","Wed Jul 08 19:45:13 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","0","Multiple orders throughput performance","src.tests.performance","Wed Jul 08 19:45:00 UTC 2026","skipped","Wed Jul 08 19:45:00 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","REGRESSION: Product CRUD full cycle","src.tests.regression","Wed Jul 08 19:45:02 UTC 2026","skipped","Wed Jul 08 19:45:02 UTC 2026","TestFullRegression","test_full_regression","",""
"","146","Tab order follows logical sequence","src.tests.usability","Wed Jul 08 19:45:33 UTC 2026","passed","Wed Jul 08 19:45:34 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","453","Login with XSS in username","src.tests.negative","Wed Jul 08 19:43:54 UTC 2026","passed","Wed Jul 08 19:43:54 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","1708","Login with demo user credentials","src.tests.functional","Wed Jul 08 19:41:11 UTC 2026","passed","Wed Jul 08 19:41:13 UTC 2026","TestAuthentication","test_auth","",""
"","0","Login page has HTTPS enforced","src.tests.security","Wed Jul 08 19:45:12 UTC 2026","skipped","Wed Jul 08 19:45:12 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","0","Create customer with empty name","src.tests.negative","Wed Jul 08 19:43:50 UTC 2026","skipped","Wed Jul 08 19:43:50 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Create product with barcode","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestProductManagement","test_product_management","",""
"","0","POS interface currency displays correctly","src.tests.compatibility","Wed Jul 08 19:41:04 UTC 2026","skipped","Wed Jul 08 19:41:04 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","0","Create product with negative price","src.tests.negative","Wed Jul 08 19:43:50 UTC 2026","skipped","Wed Jul 08 19:43:50 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Standard tax rate applied to product sale","src.tests.functional","Wed Jul 08 19:43:45 UTC 2026","skipped","Wed Jul 08 19:43:45 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","0","Login with empty credentials","src.tests.negative","Wed Jul 08 19:43:50 UTC 2026","skipped","Wed Jul 08 19:43:50 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","894","UI renders correctly at tablet resolution (768x1024)","src.tests.compatibility","Wed Jul 08 19:41:00 UTC 2026","passed","Wed Jul 08 19:41:01 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","5646","All POS UI elements are properly labeled","src.tests.usability","Wed Jul 08 19:45:23 UTC 2026","passed","Wed Jul 08 19:45:28 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","0","Create product with empty name","src.tests.negative","Wed Jul 08 19:43:50 UTC 2026","skipped","Wed Jul 08 19:43:50 UTC 2026","TestDataValidation","test_data_validation","",""
"","334","REGRESSION: Performance benchmarks","src.tests.regression","Wed Jul 08 19:45:03 UTC 2026","passed","Wed Jul 08 19:45:04 UTC 2026","TestFullRegression","test_full_regression","",""
"","0","Barcode scan with leading zeros","src.tests.functional","Wed Jul 08 19:41:14 UTC 2026","skipped","Wed Jul 08 19:41:14 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Search for a product","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestProductManagement","test_product_management","",""
"","145","Login page displays correctly","src.tests.functional","Wed Jul 08 19:41:10 UTC 2026","passed","Wed Jul 08 19:41:11 UTC 2026","TestAuthentication","test_auth","",""
"","4","Session cookie security attributes","src.tests.security","Wed Jul 08 19:45:15 UTC 2026","passed","Wed Jul 08 19:45:15 UTC 2026","TestDataProtection","test_data_protection","",""
"","0","Create customer with invalid email","src.tests.negative","Wed Jul 08 19:43:50 UTC 2026","skipped","Wed Jul 08 19:43:50 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Process full refund on returned item","src.tests.functional","Wed Jul 08 19:43:40 UTC 2026","skipped","Wed Jul 08 19:43:40 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","0","Create a new product","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestProductManagement","test_product_management","",""
"","0","Process order with zero quantity","src.tests.negative","Wed Jul 08 19:43:56 UTC 2026","skipped","Wed Jul 08 19:43:56 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","559","View product stock levels","src.tests.functional","Wed Jul 08 19:41:15 UTC 2026","passed","Wed Jul 08 19:41:16 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Cash payment completes successfully","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Attempt payment with no products in order","src.tests.negative","Wed Jul 08 19:43:56 UTC 2026","skipped","Wed Jul 08 19:43:56 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Search product by barcode in inventory","src.tests.functional","Wed Jul 08 19:41:19 UTC 2026","skipped","Wed Jul 08 19:41:19 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Bank card payment completes successfully","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Order processing performance","src.tests.performance","Wed Jul 08 19:45:00 UTC 2026","skipped","Wed Jul 08 19:45:00 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","150","Login page displays in default language","src.tests.compatibility","Wed Jul 08 19:41:04 UTC 2026","passed","Wed Jul 08 19:41:04 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","0","Set quantity on order line","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","5009","Empty order shows no receipt items","src.tests.functional","Wed Jul 08 19:43:21 UTC 2026","passed","Wed Jul 08 19:43:26 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","111","Images have alt text","src.tests.usability","Wed Jul 08 19:45:21 UTC 2026","passed","Wed Jul 08 19:45:21 UTC 2026","TestAccessibility","test_accessibility","",""
"","0","Sale with customer assignment","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","120","POS page loads under high latency (300ms)","src.tests.network","Wed Jul 08 19:43:57 UTC 2026","passed","Wed Jul 08 19:43:57 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","Multiple sequential orders in one session","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","0","Apply discount to order","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","1522","REGRESSION: Complete auth flow","src.tests.regression","Wed Jul 08 19:45:00 UTC 2026","passed","Wed Jul 08 19:45:02 UTC 2026","TestFullRegression","test_full_regression","",""
"","5012","Session timeout after inactivity","src.tests.security","Wed Jul 08 19:45:06 UTC 2026","passed","Wed Jul 08 19:45:11 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","128","Graceful degradation when API is slow","src.tests.network","Wed Jul 08 19:44:00 UTC 2026","passed","Wed Jul 08 19:44:00 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","REGRESSION: Complete POS sale lifecycle","src.tests.regression","Wed Jul 08 19:45:02 UTC 2026","skipped","Wed Jul 08 19:45:02 UTC 2026","TestFullRegression","test_full_regression","",""
"","0","Edit an existing product","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestProductManagement","test_product_management","",""
"","864","Products are searchable by name","src.tests.functional","Wed Jul 08 19:43:44 UTC 2026","passed","Wed Jul 08 19:43:45 UTC 2026","TestStockAlerts","test_stock_alerts","",""
"","0","POS interface renders in Chromium","src.tests.compatibility","Wed Jul 08 19:40:59 UTC 2026","skipped","Wed Jul 08 19:40:59 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","Scan barcode adds product to order","src.tests.functional","Wed Jul 08 19:41:14 UTC 2026","skipped","Wed Jul 08 19:41:14 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Brute force protection - rapid failed logins","src.tests.security","Wed Jul 08 19:45:04 UTC 2026","skipped","Wed Jul 08 19:45:04 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","105","Page load timeout handling","src.tests.network","Wed Jul 08 19:44:01 UTC 2026","passed","Wed Jul 08 19:44:01 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","0","Cash drawer integration signal","src.tests.compatibility","Wed Jul 08 19:41:04 UTC 2026","skipped","Wed Jul 08 19:41:04 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","0","REGRESSION: Error handling across modules","src.tests.regression","Wed Jul 08 19:45:02 UTC 2026","skipped","Wed Jul 08 19:45:02 UTC 2026","TestFullRegression","test_full_regression","",""
"","0","Partial return of multi-item order","src.tests.functional","Wed Jul 08 19:43:40 UTC 2026","skipped","Wed Jul 08 19:43:40 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","0","Create product with zero price","src.tests.negative","Wed Jul 08 19:43:50 UTC 2026","skipped","Wed Jul 08 19:43:50 UTC 2026","TestDataValidation","test_data_validation","",""
"","1135","Loading states are indicated","src.tests.usability","Wed Jul 08 19:45:30 UTC 2026","passed","Wed Jul 08 19:45:31 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","0","Refund reverses original payment entry","src.tests.integration","Wed Jul 08 19:43:45 UTC 2026","skipped","Wed Jul 08 19:43:45 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
"","0","Create multiple products in bulk","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestProductManagement","test_product_management","",""
"","0","Split payment (cash + card) completes","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Complete a single product sale with cash payment","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","5015","Product list renders correctly","src.tests.network","Wed Jul 08 19:44:37 UTC 2026","passed","Wed Jul 08 19:44:43 UTC 2026","TestOfflineResilience","test_offline_resilience","",""
"","0","Payment with zero cash amount is rejected","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Scan non-existent barcode shows no product","src.tests.functional","Wed Jul 08 19:41:14 UTC 2026","skipped","Wed Jul 08 19:41:14 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","838","Login with special characters in password","src.tests.negative","Wed Jul 08 19:43:55 UTC 2026","passed","Wed Jul 08 19:43:56 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","152","Login page loads within performance threshold","src.tests.performance","Wed Jul 08 19:44:57 UTC 2026","passed","Wed Jul 08 19:44:57 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Process refund on empty order","src.tests.negative","Wed Jul 08 19:43:56 UTC 2026","skipped","Wed Jul 08 19:43:56 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Complete sale with bank/card payment","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","0","REGRESSION: Multiple concurrent POS features","src.tests.regression","Wed Jul 08 19:45:02 UTC 2026","skipped","Wed Jul 08 19:45:02 UTC 2026","TestFullRegression","test_full_regression","",""
"","518","User can logout successfully","src.tests.functional","Wed Jul 08 19:41:09 UTC 2026","passed","Wed Jul 08 19:41:10 UTC 2026","TestAuthentication","test_auth","",""
"","0","Return processed after POS session closed","src.tests.functional","Wed Jul 08 19:43:40 UTC 2026","skipped","Wed Jul 08 19:43:40 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","347","POS interface loads within performance threshold","src.tests.performance","Wed Jul 08 19:44:59 UTC 2026","passed","Wed Jul 08 19:44:59 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","125","Data integrity after intermittent connection","src.tests.network","Wed Jul 08 19:44:03 UTC 2026","passed","Wed Jul 08 19:44:03 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","0","Process multiple payments on single order","src.tests.negative","Wed Jul 08 19:43:56 UTC 2026","skipped","Wed Jul 08 19:43:56 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","5692","Receipt handles multiple line items","src.tests.functional","Wed Jul 08 19:42:26 UTC 2026","passed","Wed Jul 08 19:42:32 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","139","POS displays error gracefully when offline","src.tests.network","Wed Jul 08 19:44:00 UTC 2026","passed","Wed Jul 08 19:44:00 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","0","Delete a product","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestProductManagement","test_product_management","",""
"","0","Complete a sale with multiple products","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","687","Inventory report generation","src.tests.functional","Wed Jul 08 19:41:20 UTC 2026","passed","Wed Jul 08 19:41:21 UTC 2026","TestInventoryManagement","test_inventory","",""
"","141","POS handles slow network (3G throttling)","src.tests.network","Wed Jul 08 19:43:56 UTC 2026","passed","Wed Jul 08 19:43:56 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","3183","Admin user can login successfully","src.tests.functional","Wed Jul 08 19:41:04 UTC 2026","passed","Wed Jul 08 19:41:08 UTC 2026","TestAuthentication","test_auth","",""
"","449","Login with non-existent user","src.tests.negative","Wed Jul 08 19:43:50 UTC 2026","passed","Wed Jul 08 19:43:51 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Refunded product restores inventory","src.tests.integration","Wed Jul 08 19:43:48 UTC 2026","skipped","Wed Jul 08 19:43:48 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","452","Login with SQL injection in username","src.tests.negative","Wed Jul 08 19:43:53 UTC 2026","passed","Wed Jul 08 19:43:53 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Delete non-existent product","src.tests.negative","Wed Jul 08 19:43:50 UTC 2026","skipped","Wed Jul 08 19:43:50 UTC 2026","TestDataValidation","test_data_validation","",""
"","5547","Receipt shows correct product count after sale","src.tests.functional","Wed Jul 08 19:41:31 UTC 2026","passed","Wed Jul 08 19:41:37 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","1144","Form submission under network degradation","src.tests.network","Wed Jul 08 19:43:57 UTC 2026","passed","Wed Jul 08 19:43:58 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","SQL injection in search is rejected","src.tests.security","Wed Jul 08 19:45:13 UTC 2026","skipped","Wed Jul 08 19:45:13 UTC 2026","TestDataProtection","test_data_protection","",""
"","5549","Receipt subtotal is greater than zero","src.tests.functional","Wed Jul 08 19:41:59 UTC 2026","passed","Wed Jul 08 19:42:04 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","0","XSS injection in product name is sanitized","src.tests.security","Wed Jul 08 19:45:13 UTC 2026","skipped","Wed Jul 08 19:45:13 UTC 2026","TestDataProtection","test_data_protection","",""
"","564","Product stock decreases after POS sale","src.tests.functional","Wed Jul 08 19:41:18 UTC 2026","passed","Wed Jul 08 19:41:18 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Multiple tax rates on single order","src.tests.functional","Wed Jul 08 19:43:45 UTC 2026","skipped","Wed Jul 08 19:43:45 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","0","Product search response time in POS","src.tests.performance","Wed Jul 08 19:45:00 UTC 2026","skipped","Wed Jul 08 19:45:00 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","5550","Receipt total matches expected after discount","src.tests.functional","Wed Jul 08 19:42:53 UTC 2026","passed","Wed Jul 08 19:42:59 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","0","Refund processed successfully","src.tests.functional","Wed Jul 08 19:41:23 UTC 2026","skipped","Wed Jul 08 19:41:23 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","879","Login with wrong password","src.tests.negative","Wed Jul 08 19:43:51 UTC 2026","passed","Wed Jul 08 19:43:52 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","622","UI renders correctly at desktop HD (1920x1080)","src.tests.compatibility","Wed Jul 08 19:41:03 UTC 2026","passed","Wed Jul 08 19:41:03 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","Barcode scan preserves order state","src.tests.functional","Wed Jul 08 19:41:14 UTC 2026","skipped","Wed Jul 08 19:41:14 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Cancel payment during checkout","src.tests.negative","Wed Jul 08 19:43:56 UTC 2026","skipped","Wed Jul 08 19:43:56 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Multiple payment terminal support","src.tests.compatibility","Wed Jul 08 19:41:04 UTC 2026","skipped","Wed Jul 08 19:41:04 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","0","Return with different reason codes","src.tests.functional","Wed Jul 08 19:43:40 UTC 2026","skipped","Wed Jul 08 19:43:40 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","0","Scan valid barcode finds matching product","src.tests.functional","Wed Jul 08 19:41:14 UTC 2026","skipped","Wed Jul 08 19:41:14 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","451","Error messages are user-friendly","src.tests.usability","Wed Jul 08 19:45:29 UTC 2026","passed","Wed Jul 08 19:45:29 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","5009","POS interface loads without errors","src.tests.network","Wed Jul 08 19:44:11 UTC 2026","passed","Wed Jul 08 19:44:16 UTC 2026","TestOfflineResilience","test_offline_resilience","",""
