"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","462","Products display in stock after sale","src.tests.functional","Mon Jul 20 09:34:46 UTC 2026","passed","Mon Jul 20 09:34:46 UTC 2026","TestStockAlerts","test_stock_alerts","",""
"","0","Bank card payment completes successfully","src.tests.functional","Mon Jul 20 09:32:32 UTC 2026","skipped","Mon Jul 20 09:32:32 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","XSS injection in product name is sanitized","src.tests.security","Mon Jul 20 09:35:39 UTC 2026","skipped","Mon Jul 20 09:35:39 UTC 2026","TestDataProtection","test_data_protection","",""
"","458","Product stock decreases after POS sale","src.tests.functional","Mon Jul 20 09:32:29 UTC 2026","passed","Mon Jul 20 09:32:30 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Create product with extremely long name","src.tests.negative","Mon Jul 20 09:34:52 UTC 2026","skipped","Mon Jul 20 09:34:52 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Cash drawer integration signal","src.tests.compatibility","Mon Jul 20 09:32:22 UTC 2026","skipped","Mon Jul 20 09:32:22 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","0","Cancel payment during checkout","src.tests.negative","Mon Jul 20 09:34:56 UTC 2026","skipped","Mon Jul 20 09:34:56 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","1150","REGRESSION: Complete auth flow","src.tests.regression","Mon Jul 20 09:35:28 UTC 2026","passed","Mon Jul 20 09:35:29 UTC 2026","TestFullRegression","test_full_regression","",""
"","640","Login with wrong password","src.tests.negative","Mon Jul 20 09:34:53 UTC 2026","passed","Mon Jul 20 09:34:54 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Create a new product","src.tests.functional","Mon Jul 20 09:32:32 UTC 2026","skipped","Mon Jul 20 09:32:32 UTC 2026","TestProductManagement","test_product_management","",""
