"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Process order with zero quantity","src.tests.negative","Wed Jul 08 23:12:01 UTC 2026","skipped","Wed Jul 08 23:12:01 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","855","Login with wrong password","src.tests.negative","Wed Jul 08 23:11:57 UTC 2026","passed","Wed Jul 08 23:11:58 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","694","Inventory report generation","src.tests.functional","Wed Jul 08 23:09:27 UTC 2026","passed","Wed Jul 08 23:09:27 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Create product with stock tracking enabled","src.tests.functional","Wed Jul 08 23:09:25 UTC 2026","skipped","Wed Jul 08 23:09:25 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Tax inclusive pricing","src.tests.functional","Wed Jul 08 23:11:50 UTC 2026","skipped","Wed Jul 08 23:11:50 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","0","Create customer with empty name","src.tests.negative","Wed Jul 08 23:11:55 UTC 2026","skipped","Wed Jul 08 23:11:55 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Create a return for a completed sale","src.tests.functional","Wed Jul 08 23:11:45 UTC 2026","skipped","Wed Jul 08 23:11:45 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","0","Return with different reason codes","src.tests.functional","Wed Jul 08 23:11:45 UTC 2026","skipped","Wed Jul 08 23:11:45 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","2938","Admin user can login successfully","src.tests.functional","Wed Jul 08 23:09:11 UTC 2026","passed","Wed Jul 08 23:09:14 UTC 2026","TestAuthentication","test_auth","",""
"","466","Error messages are user-friendly","src.tests.usability","Wed Jul 08 23:13:31 UTC 2026","passed","Wed Jul 08 23:13:32 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","870","Products are searchable by name","src.tests.functional","Wed Jul 08 23:11:49 UTC 2026","passed","Wed Jul 08 23:11:50 UTC 2026","TestStockAlerts","test_stock_alerts","",""
"","5009","Empty order shows no receipt items","src.tests.functional","Wed Jul 08 23:11:26 UTC 2026","passed","Wed Jul 08 23:11:31 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","0","Receipt preview renders correctly","src.tests.compatibility","Wed Jul 08 23:09:11 UTC 2026","skipped","Wed Jul 08 23:09:11 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","0","Refunded product restores inventory","src.tests.integration","Wed Jul 08 23:11:53 UTC 2026","skipped","Wed Jul 08 23:11:53 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","147","Reconnection after network restoration","src.tests.network","Wed Jul 08 23:12:07 UTC 2026","passed","Wed Jul 08 23:12:07 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","0","Inventory adjustment reflects in POS","src.tests.integration","Wed Jul 08 23:11:53 UTC 2026","skipped","Wed Jul 08 23:11:53 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","0","Set quantity on order line","src.tests.functional","Wed Jul 08 23:09:28 UTC 2026","skipped","Wed Jul 08 23:09:28 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","148","Retry mechanism on network failure","src.tests.network","Wed Jul 08 23:12:04 UTC 2026","passed","Wed Jul 08 23:12:04 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","Multiple tax rates on single order","src.tests.functional","Wed Jul 08 23:11:50 UTC 2026","skipped","Wed Jul 08 23:11:50 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","0","Concurrent POS operations timing","src.tests.performance","Wed Jul 08 23:13:02 UTC 2026","skipped","Wed Jul 08 23:13:02 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Create product with empty name","src.tests.negative","Wed Jul 08 23:11:55 UTC 2026","skipped","Wed Jul 08 23:11:55 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Complete a single product sale with cash payment","src.tests.functional","Wed Jul 08 23:09:28 UTC 2026","skipped","Wed Jul 08 23:09:28 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","125","Color contrast is sufficient","src.tests.usability","Wed Jul 08 23:13:22 UTC 2026","passed","Wed Jul 08 23:13:22 UTC 2026","TestAccessibility","test_accessibility","",""
"","132","POS handles slow network (3G throttling)","src.tests.network","Wed Jul 08 23:12:01 UTC 2026","passed","Wed Jul 08 23:12:02 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","REGRESSION: Multiple concurrent POS features","src.tests.regression","Wed Jul 08 23:13:04 UTC 2026","skipped","Wed Jul 08 23:13:04 UTC 2026","TestFullRegression","test_full_regression","",""
"","1084","Form submission under network degradation","src.tests.network","Wed Jul 08 23:12:03 UTC 2026","passed","Wed Jul 08 23:12:04 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","1475","REGRESSION: Complete auth flow","src.tests.regression","Wed Jul 08 23:13:03 UTC 2026","passed","Wed Jul 08 23:13:04 UTC 2026","TestFullRegression","test_full_regression","",""
"","463","Login with SQL injection in username","src.tests.negative","Wed Jul 08 23:11:58 UTC 2026","passed","Wed Jul 08 23:11:59 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","156","Password field masks input","src.tests.security","Wed Jul 08 23:13:15 UTC 2026","passed","Wed Jul 08 23:13:15 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","0","Process multiple payments on single order","src.tests.negative","Wed Jul 08 23:12:01 UTC 2026","skipped","Wed Jul 08 23:12:01 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","120","POS page loads under high latency (300ms)","src.tests.network","Wed Jul 08 23:12:02 UTC 2026","passed","Wed Jul 08 23:12:02 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","Create product with zero price","src.tests.negative","Wed Jul 08 23:11:55 UTC 2026","skipped","Wed Jul 08 23:11:55 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Create customer with invalid email","src.tests.negative","Wed Jul 08 23:11:55 UTC 2026","skipped","Wed Jul 08 23:11:55 UTC 2026","TestDataValidation","test_data_validation","",""
"","533","Products display in stock after sale","src.tests.functional","Wed Jul 08 23:11:47 UTC 2026","passed","Wed Jul 08 23:11:47 UTC 2026","TestStockAlerts","test_stock_alerts","",""
