"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Scan barcode adds product to order","src.tests.functional","Wed Jul 08 23:43:48 UTC 2026","skipped","Wed Jul 08 23:43:48 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Receipt preview renders correctly","src.tests.compatibility","Wed Jul 08 23:43:39 UTC 2026","skipped","Wed Jul 08 23:43:39 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","5766","All POS UI elements are properly labeled","src.tests.usability","Wed Jul 08 23:47:57 UTC 2026","passed","Wed Jul 08 23:48:03 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","139","Form inputs have associated labels","src.tests.usability","Wed Jul 08 23:47:53 UTC 2026","passed","Wed Jul 08 23:47:53 UTC 2026","TestAccessibility","test_accessibility","",""
"","0","Create product with stock tracking enabled","src.tests.functional","Wed Jul 08 23:43:54 UTC 2026","skipped","Wed Jul 08 23:43:54 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","POS interface renders in Chromium","src.tests.compatibility","Wed Jul 08 23:43:34 UTC 2026","skipped","Wed Jul 08 23:43:34 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","Barcode scan with leading zeros","src.tests.functional","Wed Jul 08 23:43:48 UTC 2026","skipped","Wed Jul 08 23:43:48 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Process multiple payments on single order","src.tests.negative","Wed Jul 08 23:46:31 UTC 2026","skipped","Wed Jul 08 23:46:31 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Split payment (cash + card) completes","src.tests.functional","Wed Jul 08 23:43:56 UTC 2026","skipped","Wed Jul 08 23:43:56 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Scan non-existent barcode shows no product","src.tests.functional","Wed Jul 08 23:43:48 UTC 2026","skipped","Wed Jul 08 23:43:48 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
