"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Scan valid barcode finds matching product","src.tests.functional","Tue Jul 07 03:33:25 UTC 2026","skipped","Tue Jul 07 03:33:25 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","109","Login page displays correctly","src.tests.functional","Tue Jul 07 03:33:23 UTC 2026","passed","Tue Jul 07 03:33:23 UTC 2026","TestAuthentication","test_auth","",""
"","0","Scan barcode adds product to order","src.tests.functional","Tue Jul 07 03:33:25 UTC 2026","skipped","Tue Jul 07 03:33:25 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Bank card payment completes successfully","src.tests.functional","Tue Jul 07 03:37:21 UTC 2026","broken","Tue Jul 07 03:37:21 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Cash payment completes successfully","src.tests.functional","Tue Jul 07 03:37:17 UTC 2026","broken","Tue Jul 07 03:37:17 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","111581","Create product with stock tracking enabled","src.tests.functional","Tue Jul 07 03:35:23 UTC 2026","broken","Tue Jul 07 03:37:14 UTC 2026","TestInventoryManagement","test_inventory","",""
"","1162","Login with demo user credentials","src.tests.functional","Tue Jul 07 03:33:23 UTC 2026","passed","Tue Jul 07 03:33:24 UTC 2026","TestAuthentication","test_auth","",""
"","0","Split payment (cash + card) completes","src.tests.functional","Tue Jul 07 03:37:25 UTC 2026","broken","Tue Jul 07 03:37:25 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","307","User can logout successfully","src.tests.functional","Tue Jul 07 03:33:22 UTC 2026","passed","Tue Jul 07 03:33:22 UTC 2026","TestAuthentication","test_auth","",""
"","0","Scan non-existent barcode shows no product","src.tests.functional","Tue Jul 07 03:33:25 UTC 2026","skipped","Tue Jul 07 03:33:25 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","620","Inventory report generation","src.tests.functional","Tue Jul 07 03:37:16 UTC 2026","passed","Tue Jul 07 03:37:17 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Barcode scan with leading zeros","src.tests.functional","Tue Jul 07 03:33:25 UTC 2026","skipped","Tue Jul 07 03:33:25 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","716","Login page renders in Chromium","src.tests.compatibility","Tue Jul 07 03:30:57 UTC 2026","passed","Tue Jul 07 03:30:58 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","510","Product stock decreases after POS sale","src.tests.functional","Tue Jul 07 03:33:28 UTC 2026","passed","Tue Jul 07 03:33:28 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Receipt preview renders correctly","src.tests.compatibility","Tue Jul 07 03:33:08 UTC 2026","broken","Tue Jul 07 03:33:08 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","111540","Barcode scan input accepted in POS","src.tests.compatibility","Tue Jul 07 03:31:16 UTC 2026","broken","Tue Jul 07 03:33:07 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","6092","POS interface renders in Chromium","src.tests.compatibility","Tue Jul 07 03:31:01 UTC 2026","passed","Tue Jul 07 03:31:07 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","655","UI renders correctly at tablet resolution (768x1024)","src.tests.compatibility","Tue Jul 07 03:31:07 UTC 2026","passed","Tue Jul 07 03:31:08 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","POS interface currency displays correctly","src.tests.compatibility","Tue Jul 07 03:31:10 UTC 2026","broken","Tue Jul 07 03:31:10 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","0","Cash drawer integration signal","src.tests.compatibility","Tue Jul 07 03:33:16 UTC 2026","broken","Tue Jul 07 03:33:16 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","0","Multiple payment terminal support","src.tests.compatibility","Tue Jul 07 03:33:12 UTC 2026","broken","Tue Jul 07 03:33:12 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","623","UI renders correctly at desktop HD (1920x1080)","src.tests.compatibility","Tue Jul 07 03:31:09 UTC 2026","passed","Tue Jul 07 03:31:10 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","161","Login page displays in default language","src.tests.compatibility","Tue Jul 07 03:31:10 UTC 2026","passed","Tue Jul 07 03:31:10 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","508","View product stock levels","src.tests.functional","Tue Jul 07 03:33:26 UTC 2026","passed","Tue Jul 07 03:33:27 UTC 2026","TestInventoryManagement","test_inventory","",""
"","887","Admin user can login successfully","src.tests.functional","Tue Jul 07 03:33:20 UTC 2026","passed","Tue Jul 07 03:33:21 UTC 2026","TestAuthentication","test_auth","",""
"","101","Database selection on multi-db setup","src.tests.functional","Tue Jul 07 03:33:25 UTC 2026","passed","Tue Jul 07 03:33:25 UTC 2026","TestAuthentication","test_auth","",""
"","0","Barcode scan preserves order state","src.tests.functional","Tue Jul 07 03:33:25 UTC 2026","skipped","Tue Jul 07 03:33:25 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","678","UI renders correctly at mobile resolution (375x812)","src.tests.compatibility","Tue Jul 07 03:31:08 UTC 2026","passed","Tue Jul 07 03:31:09 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","111563","Search product by barcode in inventory","src.tests.functional","Tue Jul 07 03:33:30 UTC 2026","broken","Tue Jul 07 03:35:21 UTC 2026","TestInventoryManagement","test_inventory","",""
