"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Multiple payment terminal support","src.tests.compatibility","Thu Jul 09 00:01:22 UTC 2026","skipped","Thu Jul 09 00:01:22 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","5563","Receipt shows correct product count after sale","src.tests.functional","Thu Jul 09 00:01:49 UTC 2026","passed","Thu Jul 09 00:01:55 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","0","Barcode scan input accepted in POS","src.tests.compatibility","Thu Jul 09 00:01:22 UTC 2026","skipped","Thu Jul 09 00:01:22 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","1131","Form submission under network degradation","src.tests.network","Thu Jul 09 00:04:17 UTC 2026","passed","Thu Jul 09 00:04:18 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","SQL injection in search is rejected","src.tests.security","Thu Jul 09 00:05:03 UTC 2026","skipped","Thu Jul 09 00:05:03 UTC 2026","TestDataProtection","test_data_protection","",""
"","0","Tax inclusive pricing","src.tests.functional","Thu Jul 09 00:04:04 UTC 2026","skipped","Thu Jul 09 00:04:04 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","0","Receipt preview renders correctly","src.tests.compatibility","Thu Jul 09 00:01:22 UTC 2026","skipped","Thu Jul 09 00:01:22 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","0","Create customer with empty name","src.tests.negative","Thu Jul 09 00:04:09 UTC 2026","skipped","Thu Jul 09 00:04:09 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Payment screen shows available payment methods","src.tests.functional","Thu Jul 09 00:01:40 UTC 2026","skipped","Thu Jul 09 00:01:40 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","172","Retry mechanism on network failure","src.tests.network","Thu Jul 09 00:04:18 UTC 2026","passed","Thu Jul 09 00:04:18 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","Cash payment completes successfully","src.tests.functional","Thu Jul 09 00:01:40 UTC 2026","skipped","Thu Jul 09 00:01:40 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","540","Out of stock product unavailable in POS","src.tests.integration","Thu Jul 09 00:04:08 UTC 2026","passed","Thu Jul 09 00:04:09 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","0","Search for a product","src.tests.functional","Thu Jul 09 00:01:40 UTC 2026","skipped","Thu Jul 09 00:01:40 UTC 2026","TestProductManagement","test_product_management","",""
"","0","Concurrent POS operations timing","src.tests.performance","Thu Jul 09 00:04:50 UTC 2026","skipped","Thu Jul 09 00:04:50 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Order processing performance","src.tests.performance","Thu Jul 09 00:04:50 UTC 2026","skipped","Thu Jul 09 00:04:50 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Sale with customer assignment","src.tests.functional","Thu Jul 09 00:01:40 UTC 2026","skipped","Thu Jul 09 00:01:40 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","0","REGRESSION: Complete POS sale lifecycle","src.tests.regression","Thu Jul 09 00:04:52 UTC 2026","skipped","Thu Jul 09 00:04:52 UTC 2026","TestFullRegression","test_full_regression","",""
"","1231","Login page renders in Chromium","src.tests.compatibility","Thu Jul 09 00:01:17 UTC 2026","passed","Thu Jul 09 00:01:18 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","Create product with negative price","src.tests.negative","Thu Jul 09 00:04:09 UTC 2026","skipped","Thu Jul 09 00:04:09 UTC 2026","TestDataValidation","test_data_validation","",""
"","330","REGRESSION: Performance benchmarks","src.tests.regression","Thu Jul 09 00:04:53 UTC 2026","passed","Thu Jul 09 00:04:54 UTC 2026","TestFullRegression","test_full_regression","",""
"","0","Multiple orders throughput performance","src.tests.performance","Thu Jul 09 00:04:50 UTC 2026","skipped","Thu Jul 09 00:04:50 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Barcode scan preserves order state","src.tests.functional","Thu Jul 09 00:01:32 UTC 2026","skipped","Thu Jul 09 00:01:32 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","106","Interactive elements have focus indicators","src.tests.usability","Thu Jul 09 00:05:10 UTC 2026","passed","Thu Jul 09 00:05:10 UTC 2026","TestAccessibility","test_accessibility","",""
"","106","Images have alt text","src.tests.usability","Thu Jul 09 00:05:11 UTC 2026","passed","Thu Jul 09 00:05:11 UTC 2026","TestAccessibility","test_accessibility","",""
"","448","User can logout successfully","src.tests.functional","Thu Jul 09 00:01:28 UTC 2026","passed","Thu Jul 09 00:01:28 UTC 2026","TestAuthentication","test_auth","",""
"","0","Complete sale with bank/card payment","src.tests.functional","Thu Jul 09 00:01:40 UTC 2026","skipped","Thu Jul 09 00:01:40 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","605","Products display in stock after sale","src.tests.functional","Thu Jul 09 00:04:00 UTC 2026","passed","Thu Jul 09 00:04:01 UTC 2026","TestStockAlerts","test_stock_alerts","",""
"","170","POS displays error gracefully when offline","src.tests.network","Thu Jul 09 00:04:20 UTC 2026","passed","Thu Jul 09 00:04:20 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","0","Scan barcode adds product to order","src.tests.functional","Thu Jul 09 00:01:32 UTC 2026","skipped","Thu Jul 09 00:01:32 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","5009","POS interface loads without errors","src.tests.network","Thu Jul 09 00:04:30 UTC 2026","passed","Thu Jul 09 00:04:35 UTC 2026","TestOfflineResilience","test_offline_resilience","",""
"","0","POS interface currency displays correctly","src.tests.compatibility","Thu Jul 09 00:01:22 UTC 2026","skipped","Thu Jul 09 00:01:22 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","0","Partial return of multi-item order","src.tests.functional","Thu Jul 09 00:03:58 UTC 2026","skipped","Thu Jul 09 00:03:58 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","5564","Receipt total matches expected after discount","src.tests.functional","Thu Jul 09 00:03:12 UTC 2026","passed","Thu Jul 09 00:03:17 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","0","Process multiple payments on single order","src.tests.negative","Thu Jul 09 00:04:15 UTC 2026","skipped","Thu Jul 09 00:04:15 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Create product with zero price","src.tests.negative","Thu Jul 09 00:04:09 UTC 2026","skipped","Thu Jul 09 00:04:09 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Brute force protection - rapid failed logins","src.tests.security","Thu Jul 09 00:04:54 UTC 2026","skipped","Thu Jul 09 00:04:54 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","628","UI renders correctly at desktop HD (1920x1080)","src.tests.compatibility","Thu Jul 09 00:01:21 UTC 2026","passed","Thu Jul 09 00:01:22 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","868","Login with special characters in password","src.tests.negative","Thu Jul 09 00:04:14 UTC 2026","passed","Thu Jul 09 00:04:15 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","XSS injection in product name is sanitized","src.tests.security","Thu Jul 09 00:05:03 UTC 2026","skipped","Thu Jul 09 00:05:03 UTC 2026","TestDataProtection","test_data_protection","",""
"","0","Create a return for a completed sale","src.tests.functional","Thu Jul 09 00:03:58 UTC 2026","skipped","Thu Jul 09 00:03:58 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","0","Barcode scan with leading zeros","src.tests.functional","Thu Jul 09 00:01:32 UTC 2026","skipped","Thu Jul 09 00:01:32 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Create product with empty name","src.tests.negative","Thu Jul 09 00:04:09 UTC 2026","skipped","Thu Jul 09 00:04:09 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","POS interface renders in Chromium","src.tests.compatibility","Thu Jul 09 00:01:18 UTC 2026","skipped","Thu Jul 09 00:01:18 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","Apply discount to order","src.tests.functional","Thu Jul 09 00:01:40 UTC 2026","skipped","Thu Jul 09 00:01:40 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","1466","REGRESSION: Complete auth flow","src.tests.regression","Thu Jul 09 00:04:50 UTC 2026","passed","Thu Jul 09 00:04:52 UTC 2026","TestFullRegression","test_full_regression","",""
"","0","Login with empty password","src.tests.negative","Thu Jul 09 00:04:09 UTC 2026","skipped","Thu Jul 09 00:04:09 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Process refund on empty order","src.tests.negative","Thu Jul 09 00:04:15 UTC 2026","skipped","Thu Jul 09 00:04:15 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Standard tax rate applied to product sale","src.tests.functional","Thu Jul 09 00:04:04 UTC 2026","skipped","Thu Jul 09 00:04:04 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","0","Set quantity on order line","src.tests.functional","Thu Jul 09 00:01:40 UTC 2026","skipped","Thu Jul 09 00:01:40 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","143","Password field masks input","src.tests.security","Thu Jul 09 00:05:03 UTC 2026","passed","Thu Jul 09 00:05:03 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","0","Create product with extremely long name","src.tests.negative","Thu Jul 09 00:04:09 UTC 2026","skipped","Thu Jul 09 00:04:09 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Zero-rated tax products","src.tests.functional","Thu Jul 09 00:04:04 UTC 2026","skipped","Thu Jul 09 00:04:04 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","122","Color contrast is sufficient","src.tests.usability","Thu Jul 09 00:05:10 UTC 2026","passed","Thu Jul 09 00:05:10 UTC 2026","TestAccessibility","test_accessibility","",""
