"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","657","Login with special characters in password","src.tests.negative","Sun Jul 12 08:33:24 UTC 2026","passed","Sun Jul 12 08:33:24 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","474","Products display in stock after sale","src.tests.functional","Sun Jul 12 08:33:11 UTC 2026","passed","Sun Jul 12 08:33:12 UTC 2026","TestStockAlerts","test_stock_alerts","",""
"","129","Retry mechanism on network failure","src.tests.network","Sun Jul 12 08:33:27 UTC 2026","passed","Sun Jul 12 08:33:27 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","Complete a single product sale with cash payment","src.tests.functional","Sun Jul 12 08:30:56 UTC 2026","skipped","Sun Jul 12 08:30:56 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","106","Interactive elements have focus indicators","src.tests.usability","Sun Jul 12 08:34:15 UTC 2026","passed","Sun Jul 12 08:34:15 UTC 2026","TestAccessibility","test_accessibility","",""
"","0","REGRESSION: Multiple concurrent POS features","src.tests.regression","Sun Jul 12 08:33:58 UTC 2026","skipped","Sun Jul 12 08:33:58 UTC 2026","TestFullRegression","test_full_regression","",""
"","0","Payment with zero cash amount is rejected","src.tests.functional","Sun Jul 12 08:30:56 UTC 2026","skipped","Sun Jul 12 08:30:56 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Barcode scan with leading zeros","src.tests.functional","Sun Jul 12 08:30:52 UTC 2026","skipped","Sun Jul 12 08:30:52 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Inventory adjustment reflects in POS","src.tests.integration","Sun Jul 12 08:33:18 UTC 2026","skipped","Sun Jul 12 08:33:18 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","0","Process order with zero quantity","src.tests.negative","Sun Jul 12 08:33:24 UTC 2026","skipped","Sun Jul 12 08:33:24 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","110","Graceful degradation when API is slow","src.tests.network","Sun Jul 12 08:33:27 UTC 2026","passed","Sun Jul 12 08:33:28 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","2274","Admin user can login successfully","src.tests.functional","Sun Jul 12 08:30:45 UTC 2026","passed","Sun Jul 12 08:30:47 UTC 2026","TestAuthentication","test_auth","",""
"","0","POS interface renders in Chromium","src.tests.compatibility","Sun Jul 12 08:30:41 UTC 2026","skipped","Sun Jul 12 08:30:41 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","110","Color contrast is sufficient","src.tests.usability","Sun Jul 12 08:34:14 UTC 2026","passed","Sun Jul 12 08:34:14 UTC 2026","TestAccessibility","test_accessibility","",""
"","901","Login page renders in Chromium","src.tests.compatibility","Sun Jul 12 08:30:40 UTC 2026","passed","Sun Jul 12 08:30:41 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","101","Navigation breadcrumbs are consistent","src.tests.usability","Sun Jul 12 08:34:25 UTC 2026","passed","Sun Jul 12 08:34:25 UTC 2026","TestUiConsistency","test_ui_consistency","",""
